SourceID,SMILES,PIC50,USED_AS
CHEMBL1834797,Cc1ncc(s1)[C@@H]2CC[C@@H](CC2)N3CC(C3)NC(=O)CNc4nn(C)c5ccc(cc45)C(F)(F)F,4.6,Dev-set
CHEMBL483805,Cc1ncccc1C(=O)N2CC[C@H](NCc3cncn3Cc4ccc(cc4)C#N)C2=O,5,Dev-set
CHEMBL3218915,Cc1ncccc1C2=Nc3cn(nc3C(=O)N2C[C@H]4CCCN(C[C@H]5CCCO5)C4)c6cccc(OC(F)F)c6,5.08,Dev-set
CHEMBL3218910,Cc1ncccc1C2=Nc3cn(nc3C(=O)N2C[C@H]4CCCN(C[C@H]5CCCO5)C4)c6ccccc6,4.92,Dev-set
CHEMBL1081687,Cc1ncccc1c2nnc(SCCCN3C[C@@H]4C[C@@]4(C3)c5ccc(cc5)C(F)(F)F)n2C,6.41,Dev-set
CHEMBL255158,Cc1ncccc1c2nnc(SCCCN3CCc4ccc5oc(nc5c4CC3)C(F)(F)F)n2C,5.4,Dev-set
CHEMBL1289610,Cc1ncccc1N2C[C@@]3(CC[C@@H](CC3)c4nc5cc(OC(F)(F)F)ccc5[nH]4)OC2=O,4.3,Dev-set
CHEMBL1170725,Cc1ncccc1Oc2ncc(Cl)cc2NS(=O)(=O)c3ccc(Cl)c(Cl)c3,4.5,Dev-set
CHEMBL3545367,Cc1ncc(OC[C@]2(C[C@H]2C(=O)Nc3ccc(F)cn3)c4cccc(F)c4)c(C)n1,5.21,Dev-set
CHEMBL46,Cc1nccn1CC2CCc3c(C2=O)c4ccccc4n3C,6.09,Dev-set
CHEMBL428411,Cc1nccn1C[C@H]2CCc3c(C2=O)c4ccccc4n3C,6.09,Dev-set
CHEMBL3703309,Cc1ncncc1c2ccc3OC4(CCC4)C5(COC5)C6(COC(=N6)N)c3c2,5,Dev-set
CHEMBL549595,Cc1nccn1CC(NC(=O)NC2CCN(Cc3ccn(c3)c4ccc(cc4)C(F)(F)F)CC2)c5ccccc5,4.5,Dev-set
CHEMBL1269885,Cc1ncnc(C)c1C(=O)N2C[C@H]3CN(CCC(C4CCN(CC4)S(=O)(=O)C)c5cccc(F)c5)C[C@H]3C2,4.81,Dev-set
CHEMBL485124,Cc1nccnc1C(=O)N2CCC(CC2)[C@H](N)Cc3cc(F)c(F)cc3F,4.3,Dev-set
CHEMBL561584,Cc1nccn1CC(NC(=O)CC2CCN(Cc3ccn(c3)c4ccc(cc4)C(F)(F)F)CC2)c5ccccc5,4.58,Dev-set
CHEMBL3627895,Cc1ncn(n1)c2cc(Cl)c(C(=O)NC[C@@H](c3cccc(F)c3)c4nc5ccc(Cl)cc5[nH]4)c(Cl)c2,5.27,Dev-set
CHEMBL1258035,Cc1ncoc1c2nnc(SCCCN[C@@H]3CC[C@@]4(CC34)c5ccc(cc5)C(F)(F)F)n2C,6.2,Dev-set
CHEMBL1258268,Cc1ncoc1c2nnc(SCCCN[C@@H]3CC[C@@]4(CC34)c5ccc(cc5F)C(F)(F)F)n2C,6.2,Dev-set
CHEMBL1258153,Cc1ncoc1c2nnc(SCCCN[C@H]3CC[C@@]4(CC34)c5ccc(cc5)C(F)(F)F)n2C,5.6,Dev-set
CHEMBL1257215,Cc1ncoc1c2nnc(SCCCN3[C@@H]4CC[C@H]3C[C@H](C4)c5ccc(cc5)C(C)(C)C)n2C,6,Dev-set
CHEMBL1257336,Cc1ncoc1c2nnc(SCCCN3[C@@H]4CC[C@H]3C[C@H](C4)c5ccc(cc5)C(F)(F)F)n2C,6.8,Dev-set
CHEMBL1257448,Cc1ncoc1c2nnc(SCCCN3[C@@H]4CC[C@H]3C[C@H](C4)c5ccc(cc5F)C(F)(F)F)n2C,6.3,Dev-set
CHEMBL1257337,Cc1ncoc1c2nnc(SCCCN3[C@@H]4CC[C@H]3C[C@H](C4)c5cccc(c5)C(F)(F)F)n2C,6.3,Dev-set
CHEMBL1079824,Cc1ncoc1c2nnc(SCCCN3C[C@@H]4C[C@@]4(C3)c5ccc(cc5)C(C)(C)C)n2C,6,Dev-set
CHEMBL485123,Cc1ncc(C)c(n1)C(=O)N2CCC(CC2)[C@H](N)Cc3cc(F)c(F)cc3F,4.07,Dev-set
CHEMBL1082111,Cc1ncoc1c2nnc(SCCCN3CC4CC4(C3)c5cc(ccc5F)C(F)(F)F)n2C,5,Dev-set
CHEMBL1082106,Cc1ncoc1c2nnc(SCCCN3CC4CC4(C3)c5ccc(Br)cc5)n2C,6.1,Dev-set
CHEMBL1081966,Cc1ncoc1c2nnc(SCCCN3CC4CC4(C3)c5ccc(OC(F)(F)F)cc5)n2C,6.5,Dev-set
CHEMBL1081023,Cc1ncoc1c2nnc(SCCCN3CC4CC4(C3)c5ccc(cc5F)C(F)(F)F)n2C,6.34,Dev-set
CHEMBL1079481,Cc1ncoc1c2nnc(SCCCN3CC4CC4(C3)c5ccc(cc5)C(F)(F)F)n2C,6,Dev-set
CHEMBL1210552,Cc1ncoc1c2nnc(SCCCN3CC4CC4(C3)c5ccc(cc5)S(F)(F)(F)(F)F)n2C,6.1,Dev-set
CHEMBL1079823,Cc1ncoc1c2nnc(SCCCN3C[C@H]4C[C@]4(C3)c5ccc(cc5)C(C)(C)C)n2C,6.4,Dev-set
CHEMBL1081580,Cc1ncoc1c2nnc(SCCCN3C[C@H]4C[C@]4(C3)c5ccc(cc5)C(F)(F)F)n2C,6.2,Dev-set
CHEMBL1081587,Cc1ncoc1c2nnc(SCCCN3CC4CC4(C3)c5ccc(F)c(c5)C(F)(F)F)n2C,5.6,Dev-set
CHEMBL1080846,Cc1ncoc1c2nnc(SCCCN3CC4CC4(C3)c5ccc(Cl)c(Cl)c5)n2C,6,Dev-set
CHEMBL3622958,Cc1nn(cc1CN2CC(O)C2)c3ccnc(Nc4ccc5c(c4)c(C)c(C)n5C)n3,4.9,Dev-set
CHEMBL1081747,Cc1ncoc1c2nnc(SCCCN3CC4CC4(C3)c5ccc(Cl)cc5F)n2C,6.3,Dev-set
CHEMBL1210614,Cc1ncoc1c2nnc(SCCCN3CC4CC4(C3)c5cccc(c5)S(F)(F)(F)(F)F)n2C,5.9,Dev-set
CHEMBL1079462,Cc1ncoc1c2nnc(SCCCN3CC4CC4(C3)c5ccc(F)cc5)n2C,5.7,Dev-set
CHEMBL1080490,Cc1ncoc1c2nnc(SCCCN3CC4CC4(C3)c5ccc(Cl)cc5)n2C,6.1,Dev-set
CHEMBL1081957,Cc1ncoc1c2nnc(SCCCN3CC4CC4(C3)c5cccc(c5)C(F)(F)F)n2C,5.5,Dev-set
CHEMBL1080126,Cc1ncoc1c2nnc(SCCCN3CC4CC4(C3)c5ccc(c(F)c5)C(F)(F)F)n2C,6.4,Dev-set
CHEMBL1079980,Cc1ncoc1c2nnc(SCCCN3CC4CC4(C3)c5cccc(F)c5)n2C,5.7,Dev-set
CHEMBL1081934,Cc1ncoc1c2nnc(SCCCN3CC4CC4(C3)c5cccc(OC(F)(F)F)c5)n2C,6,Dev-set
CHEMBL1258381,Cc1ncoc1c2nnc(SCCCN3CCC4(CCCc5ccc(Br)cc45)C3)n2C,5.9,Dev-set
CHEMBL1257565,Cc1ncoc1c2nnc(SCCCN3CCC4(CC4C3)c5ccccc5)n2C,5.3,Dev-set
CHEMBL1257686,Cc1ncoc1c2nnc(SCCCN3CCC4(CC4C3)c5ccc(cc5)C(F)(F)F)n2C,6.1,Dev-set
CHEMBL1257808,Cc1ncoc1c2nnc(SCCCN3CCC4(CC4C3)c5cccc(c5)C(F)(F)F)n2C,6.7,Dev-set
CHEMBL1079938,Cc1ncoc1c2nnc(SCCCN3CC4CC4(C3)c5cccc(c5F)C(F)(F)F)n2C,6,Dev-set
CHEMBL1079461,Cc1ncoc1c2nnc(SCCCN3CC4CC4(C3)c5cccc(Cl)c5)n2C,6.5,Dev-set
CHEMBL1258833,Cc1ncoc1c2nnc(SCCCN3CCC4(CCc5ccc(Br)cc45)C3)n2C,6.1,Dev-set
CHEMBL1258713,Cc1ncoc1c2nnc(SCCCN3CCC4(CCc5c(Br)cccc45)C3)n2C,6.2,Dev-set
CHEMBL1079822,Cc1ncoc1c2nnc(SCCCN3CC4CC4(C3)c5ccc(cc5)C(C)(C)C)n2C,6.2,Dev-set
CHEMBL1258949,Cc1ncoc1c2nnc(SCCCN3CCC4(CCc5cc(F)ccc45)C3)n2C,5.6,Dev-set
CHEMBL1257566,Cc1ncoc1c2nnc(SCCCN3CCC4CC4(C3)c5ccc(cc5)C(F)(F)F)n2C,5.7,Dev-set
CHEMBL1258380,Cc1ncoc1c2nnc(SCCCN3CCC4(CCCc5cc(Br)ccc45)C3)n2C,6.2,Dev-set
CHEMBL1258712,Cc1ncoc1c2nnc(SCCCN3CCC4(CCc5cc(Br)ccc45)C3)n2C,6.5,Dev-set
CHEMBL1258606,Cc1ncoc1c2nnc(SCCCN3CCC4(CCOc5ccccc45)C3)n2C,5.2,Dev-set
CHEMBL2207500,Cc1nn(C)cc1c2nc3c(N4CCN(Cc5nocn5)CC4)c(Cl)cnc3[nH]2,4.96,Dev-set
CHEMBL1257809,Cc1ncoc1c2nnc(SCCCN3CCC4CC4(CC3)c5ccc(cc5)C(F)(F)F)n2C,5.8,Dev-set
CHEMBL257536,Cc1ncoc1c2nnc(SCCCN3CCc4cc5NC(=O)COc5cc4CC3)n2C,7.2,Dev-set
CHEMBL272588,Cc1ncoc1c2nnc(SCCCN3CCc4nc5cc(ccn5c4CC3)C(F)(F)F)n2C,6.1,Dev-set
CHEMBL256475,Cc1ncoc1c2nnc(SCCCN3CCc4cc5onc(C)c5cc4CC3)n2C,5.2,Dev-set
CHEMBL271280,Cc1ncoc1c2nnc(SCCCN3CCc4cc5oc(nc5cc4CC3)C6CC6)n2C,5.4,Dev-set
CHEMBL255621,Cc1ncoc1c2nnc(SCCCN3CCc4cc5ocnc5cc4CC3)n2C,5.2,Dev-set
CHEMBL1257687,Cc1ncoc1c2nnc(SCCCN3CCC4CC4(C3)c5cccc(c5)C(F)(F)F)n2C,5.7,Dev-set
CHEMBL1257447,Cc1ncoc1c2nnc(SCCCN3CCC4CC4(C3)c5ccccc5)n2C,5.2,Dev-set
CHEMBL402215,Cc1ncoc1c2nnc(SCCCN3CCc4ccc5oc(nc5c4CC3)C(F)(F)C(F)(F)F)n2C,6.5,Dev-set
CHEMBL272775,Cc1ncoc1c2nnc(SCCCN3CCc4ccc5nc(oc5c4CC3)C(C)(F)F)n2C,5.3,Dev-set
CHEMBL1081409,Cc1ncoc1c2nnc(SCCCN3C[C@@H]4C[C@@]4(C3)c5ccc(cc5)C(F)(F)F)n2C,6.7,Dev-set
CHEMBL437792,Cc1ncoc1c2nnc(SCCCN3CCc4ccc5oc(nc5c4CC3)C(C)(F)F)n2C,5.6,Dev-set
CHEMBL1257335,Cc1ncoc1c2nnc(SCCCNC3CC4CC4(C3)c5ccccc5)n2C,5.1,Dev-set
CHEMBL271449,Cc1ncoc1c2nnc(SCCCN3CCc4ccc5oc(nc5c4CC3)C(F)(F)F)n2C,5.9,Dev-set
CHEMBL256659,Cc1ncoc1c2nnc(SCCCN3CCc4ccc5nc(oc5c4CC3)C(F)(F)F)n2C,5.3,Dev-set
CHEMBL271511,Cc1ncoc1c2nnc(SCCCN3CCc4nc5ccc(cn5c4CC3)C(F)(F)F)n2C,5.7,Dev-set
CHEMBL255619,Cc1ncoc1c2nnc(SCCCN3CCc4cc5oc(CC6CC6)nc5cc4CC3)n2C,6,Dev-set
CHEMBL1230468,Cc1nn(C)c(C)c1NS(=O)(=O)c2c(Cl)cc(cc2Cl)c3ccnc(c3)N4CCNCC4,4.55,Dev-set
CHEMBL2207503,Cc1nn(C)cc1c2nc3c(N4CCN(Cc5ccc(Cl)cc5)CC4)c(Cl)cnc3[nH]2,4.6,Dev-set
CHEMBL445464,Cc1nnc2c3cc(c4ccccc4)c(nc3ccn12)c5ccc(CN6CCC(CC6)c7n[nH]c(n7)c8ccccn8)cc5,5.56,Dev-set
CHEMBL460893,Cc1nn(cc1CN2CCC3(CC2)OCc4ccccc34)c5ccccc5,6.13,Dev-set
CHEMBL3622956,Cc1nn(cc1CN2CC(O)C2)c3ccnc(Nc4ccc5c(c4)c(Cl)c(C)n5C)n3,4.62,Dev-set
CHEMBL471299,Cc1nn(cc1CN2CCC3(CC2)OCc4ccccc34)c5c(Cl)cccc5NS(=O)(=O)C,4.77,Dev-set
CHEMBL522771,Cc1ncsc1C(=O)N(CC2=CC(=O)Nc3c(F)cccc23)c4cccc(Cl)c4,4.92,Dev-set
CHEMBL3198632,Cc1nn(c(O)c1\C=N\c2sc3CCCc3c2C#N)c4cccc5ccccc45,5.2,Dev-set
CHEMBL488730,Cc1nnc([nH]1)c2cc(cc(c2)S(=O)(=O)N3CCN(CC3)C(=O)[C@@H]4C[C@H]4c5ccc(cc5)C(F)(F)F)C(F)(F)F,5.89,Dev-set
CHEMBL512520,Cc1nn(cc1CN2CCC3(CC2)OCc4ccccc34)c5ncccc5Cl,5.11,Dev-set
CHEMBL271083,Cc1ncoc1c2nnc(SCCCN3CCc4cc5oc(nc5cc4CC3)C(F)(F)C(F)(F)F)n2C,6.7,Dev-set
CHEMBL1819270,Cc1nn2ccccc2c1CCNCc3ccc(\C=C\C(=O)NO)cc3,4.52,Dev-set
CHEMBL2414670,Cc1noc(C[C@@H]2CC[C@H](CC2)c3ccc(cc3)N4CCOc5ncnc(N)c5C4=O)n1,4.52,Dev-set
CHEMBL1801188,Cc1nnc(N2CC[C@@H](F)C2)c3nn(c(C)c13)c4ccc(OCC(F)(F)F)cc4,6.5,Dev-set
CHEMBL2069416,Cc1nn(nc1C(=O)N[C@@H]2COc3cccc(c3C2)c4ccncc4)c5ccccc5,5.4,Dev-set
CHEMBL3622446,Cc1nnc2CCc3cc(ccc3n12)c4cncc(c4)[C@@](C)(O)C(F)(F)F,4.52,Dev-set
CHEMBL1371285,CCC(=O)\C=C\C1C(=CCCC1(C)C)C,4.4,Dev-set
CHEMBL1808646,Cc1noc(c1CCN2Cc3ccc(\C=C\C(=O)NO)cc3C2)c4ccccc4,4.52,Dev-set
CHEMBL1910311,Cc1noc(Cn2cc(CN(C3CC3)C(=O)[C@H]4CNCC[C@]4(O)c5ccc(F)c(F)c5)c6c(F)cccc26)n1,5.7,Dev-set
CHEMBL372575,Cc1noc(n1)\C(=C\c2cccc(c2)c3cc(cc4cccnc34)C(C)(C)S(=O)(=O)C)\c5ccc(cc5)S(=O)(=O)C,4.3,Dev-set
CHEMBL499477,Cc1noc(n1)\C(=C\c2cccc(c2)N3C=C(C(=O)Nc4c(Cl)cncc4Cl)C(=O)c5cccnc35)\c6ccc(cc6)S(=O)(=O)C,6.17,Dev-set
CHEMBL2179510,Cc1noc(n1)c2ccc3c(c2)c4CCCCc4n3CCCSc5cc(F)cc(F)c5,5,Dev-set
CHEMBL564547,Cc1noc(n1)C2CCN(CC2)C(=O)NC3CC3c4ccccc4,4.52,Dev-set
CHEMBL401576,Cc1noc2cc3CCN(CCCSc4nnc(c5ccc(cc5)C(F)(F)F)n4C)CCc3cc12,6.9,Dev-set
CHEMBL2324355,Cc1nocc1C(=O)Nc2ccc(c(N)n2)c3ccccc3OC(F)(F)F,4.52,Dev-set
CHEMBL3192210,Cc1oc(\C=N\Nc2ccc(cc2)C(=O)O)cc1,5,Dev-set
CHEMBL397429,Cc1oc(nc1)c2ccc3CCN(CCCSc4nnc(c5cc6ccccc6[nH]5)n4C)CCc3c2,7.3,Dev-set
CHEMBL2165094,Cc1oc(c2cccc(OC(=O)NCCCCCCc3ccccc3)c2)c(c1)C(=O)N,5,Dev-set
CHEMBL3608684,Cc1nsc(n1)c2nnc3CN(CCn23)C(=O)c4ccc(F)cc4,4.3,Dev-set
CHEMBL1255595,Cc1oc(CN2[C@@H]3CC[C@H]2C[C@@H](C3)Oc4cccc(c4)C(=O)N)cc1,8.55,Dev-set
CHEMBL3608741,Cc1nsc(n1)c2nnc3[C@@H](CCO)N(CCn23)C(=O)c4ccc(F)cc4,4.3,Dev-set
CHEMBL244276,Cc1oc(nc1)c2ccc3CCN(CCCSc4nnc(c5ccc6[nH]ccc6c5)n4C)CCc3c2,7.4,Dev-set
CHEMBL256755,Cc1oc(cc1)c2nc(NC(=O)COc3ccccc3CCN4CCOCC4)cc(n2)n5nc(C)cc5C,6.7,Dev-set
CHEMBL271072,Cc1oc2c(Br)c3CCN(CCCCSc4nnc(c5cccc6nc(C)ccc56)n4C)CCc3cc2n1,5.3,Dev-set
CHEMBL244084,Cc1oc(nc1)c2ccc3CCN(CCCSc4nnc(c5cccc6nc(C)ccc56)n4C)CCc3c2,6.1,Dev-set
CHEMBL244277,Cc1oc(nc1)c2ccc3CCN(CCCSc4nnc(c5cccn5C)n4C)CCc3c2,6.3,Dev-set
CHEMBL244275,Cc1oc(nc1)c2ccc3CCN(CCCSc4nnc(c5cccs5)n4C)CCc3c2,6.5,Dev-set
CHEMBL256468,Cc1oc(nc1CCOc2ccc(C[C@H]3[C@H](N(C3=O)c4ccc(cc4)C(C)(C)C)C(=O)O)cc2)c5ccccc5,4.74,Dev-set
CHEMBL272336,Cc1oc(nc1CCOc2cccc(C[C@H]3[C@H](N(C3=O)c4ccc(cc4)C(C)(C)C)C(=O)O)c2)c5ccc(Cl)cc5,5.89,Dev-set
CHEMBL429734,Cc1oc(nc1CCOc2cccc(C[C@H]3[C@H](N(C3=O)c4ccc(cc4)C(C)(C)C)C(=O)O)c2)c5cccc(Cl)c5,5.74,Dev-set
CHEMBL255389,Cc1oc(nc1CCOc2cccc(C[C@H]3[C@H](N(C3=O)c4ccc(cc4)C(C)(C)C)C(=O)O)c2)c5ccccc5,5.21,Dev-set
CHEMBL3582324,Cc1oc(nn1)[C@@]2(N[C@H](Cc3c2[nH]c4ccccc34)c5nc(c[nH]5)c6ccc(F)cn6)c7cnn(C)c7,5.49,Dev-set
CHEMBL563011,Cc1oc(SCc2cc(cc(NCC#N)n2)N3CCOCC3)nc1C,5,Dev-set
CHEMBL272694,Cc1oc2c(C)c3CCN(CCCSc4nnc(c5cccc6nc(C)ccc56)n4C)CCc3cc2n1,5.3,Dev-set
CHEMBL255806,Cc1oc2c(Br)c3CCN(CCCSc4nnc(c5cccc6nc(C)ccc56)n4C)CCc3cc2n1,5.6,Dev-set
CHEMBL1096192,Cc1oc(nn1)c2ccc(F)c(c2)C3=C4C=CC=C(N4C=CC3=O)c5ccc(F)cc5F,4.7,Dev-set
CHEMBL256481,Cc1oc2c(C)c3CCN(CCCCSc4nnc(c5cccc6nc(C)ccc56)n4C)CCc3cc2n1,5.8,Dev-set
CHEMBL399726,Cc1oc(nn1)c2ccc(CN3C[C@H](N)[C@@H](C3)C(=O)N4CCC[C@H]4C#N)cc2,3.78,Dev-set
CHEMBL257901,Cc1oc2c(C)c3CCN(CCSc4nnc(c5cccc6nc(C)ccc56)n4C)CCc3cc2n1,4.9,Dev-set
CHEMBL402015,Cc1oc2c(Br)c3CCN(CCSc4nnc(c5cccc6nc(C)ccc56)n4C)CCc3cc2n1,5.2,Dev-set
CHEMBL1257925,Cc1oc(c(C)n1)c2nnc(SCCCN3CCC4CC4(CC3)c5ccc(cc5)C(F)(F)F)n2C,5.9,Dev-set
CHEMBL3218481,Cc1oc2cc(cc(Oc3ccc(cc3)C#N)c2c1)C(=O)Nc4cnc(C)cn4,5.4,Dev-set
CHEMBL3218480,Cc1oc2cc(cc(Oc3ccc(cc3)S(=O)(=O)C)c2c1)C(=O)Nc4cnc(C)cn4,4.66,Dev-set
CHEMBL403815,Cc1oc2cc(Cl)c3CCN(CCCSc4nnc(c5cccc6nc(C)ccc56)n4C)CCc3c2n1,5.8,Dev-set
CHEMBL271073,Cc1oc2cc3CCN(CCCCSc4nnc(c5ocnc5C)n4C)CCc3cc2n1,4.3,Dev-set
CHEMBL439065,Cc1oc2cc3CCN(CCCSc4nnc(c5ccc(cc5)C(F)(F)F)n4C)CCc3cc2n1,5.4,Dev-set
CHEMBL269995,Cc1oc2cc3CCN(CCCSc4nnc(c5ccc(F)c(F)c5)n4C)CCc3cc2n1,5,Dev-set
CHEMBL269959,Cc1oc2cc3CCN(CCCSc4nnc(c5cccc6nc(C)ccc56)n4C)CCc3cc2n1,5,Dev-set
CHEMBL256653,Cc1oc2cc3CCN(CCCSc4nnc(c5cccnc5)n4C)CCc3cc2n1,4.3,Dev-set
CHEMBL256650,Cc1oc2cc3CCN(CCSc4nnc(c5cccc6nc(C)ccc56)n4C)CCc3cc2n1,4.3,Dev-set
CHEMBL1784340,Cc1onc(C)c1CCC2CCN(CC2)S(=O)(=O)CC3(CCOCC3)N(O)C=O,4,Dev-set
CHEMBL402422,Cc1oc2ccc3CCN(CCCSc4nnc(c5ocnc5C)n4C)CCc3c2n1,4.9,Dev-set
CHEMBL255827,Cc1oc2cc3CCN(CCCSc4nnc(c5ocnc5C)n4C)CCc3cc2n1,4.5,Dev-set
CHEMBL1819259,Cc1onc(C)c1c2[nH]c3ccccc3c2CCNCc4ccc(\C=C\C(=O)NO)cc4,4.51,Dev-set
CHEMBL270209,Cc1oc2cc3CCN(CCCSc4nnc(C5CCOCC5)n4C)CCc3cc2n1,4.2,Dev-set
CHEMBL1910313,Cc1onc(C)c1Cn2cc(CN(C3CC3)C(=O)[C@H]4CNCC[C@]4(O)c5ccc(F)c(F)c5)c6c(F)cccc26,6.1,Dev-set
CHEMBL595944,Cc1occc1c2nc(N)c(OC[C@@H](N)Cc3c[nH]c4ccccc34)cc2c5cnc6[nH]nc(C)c6n5,4.98,Dev-set
CHEMBL243709,Cc1onc(c1)c2ccc3CCN(CCCSc4nnc(c5ccccc5)n4C)CCc3c2,5.7,Dev-set
CHEMBL243899,Cc1onc(c1)c2ccc3CCN(CCCSc4nnc(C)n4C)CCc3c2,6.1,Dev-set
CHEMBL395742,Cc1onc(c1)c2ccc3CCN(CCCSc4nnc(c5ccc(C)cc5)n4C)CCc3c2,7.6,Dev-set
CHEMBL243896,Cc1onc(c1)c2ccc3CCN(CCCSc4nnc(c5ccc(cc5)C#N)n4C)CCc3c2,7.7,Dev-set
CHEMBL243897,Cc1onc(c1)c2ccc3CCN(CCCSc4nnc(c5ccc(cc5)C(F)(F)F)n4C)CCc3c2,7.2,Dev-set
CHEMBL397222,Cc1onc(c1)c2ccc3CCN(CCCSc4nnc(c5ccc(Cl)c(Cl)c5)n4C)CCc3c2,8,Dev-set
CHEMBL244279,Cc1onc(c1)c2ccc3CCN(CCCSc4nnc(c5ccc(Cl)cc5)n4C)CCc3c2,7.6,Dev-set
CHEMBL243708,Cc1onc(c1)c2ccc3CCN(CCCSc4nnc(c5ccc6nc(C)c(C)nc6c5)n4C)CCc3c2,6.5,Dev-set
CHEMBL244278,Cc1onc(c1)c2ccc3CCN(CCCSc4nnc(c5cccc(Cl)c5)n4C)CCc3c2,7.1,Dev-set
CHEMBL243707,Cc1onc(c1)c2ccc3CCN(CCCSc4nnc(c5cccc6nc(C)ccc56)n4C)CCc3c2,6.9,Dev-set
CHEMBL244086,Cc1onc(c1)c2ccc3CCN(CCCSc4nnc(c5cccs5)n4C)CCc3c2,6.9,Dev-set
CHEMBL244087,Cc1onc(c1)c2ccc3CCN(CCCSc4nnc(c5ccccc5Cl)n4C)CCc3c2,7.2,Dev-set
CHEMBL243859,Cc1onc(c1)c2ccc3CCN(CCCSc4nnc(C5CCCC5)n4C)CCc3c2,6.1,Dev-set
CHEMBL395743,Cc1onc(c1)c2ccc3CCN(CCCSc4nnc(c5cccn5C)n4C)CCc3c2,6.6,Dev-set
CHEMBL244280,Cc1onc(c1)c2ccc3CCN(CCCSc4nnc(c5cccc(F)c5)n4C)CCc3c2,6.6,Dev-set
CHEMBL244085,Cc1onc(c1)c2ccc3CCN(CCCSc4nnc(c5ccncc5)n4C)CCc3c2,6.1,Dev-set
CHEMBL243898,Cc1onc(c1)c2ccc3CCN(CCCSc4nnc(c5ccccn5)n4C)CCc3c2,6.6,Dev-set
CHEMBL242598,Cc1onc(c1)c2ccc3CCN(CCCSc4nnc(C5CCOCC5)n4C)CCc3c2,5.4,Dev-set
CHEMBL1797387,Cc1onc(c1NC(=O)OCc2c(F)cccc2Cl)c3c(Cl)cccc3Cl,4.58,Dev-set
CHEMBL243474,Cc1onc(c1)c2ccc3CCN(CCCSc4nnc(n4C)C(C)(C)C)CCc3c2,6.4,Dev-set
CHEMBL2203764,Cc1onc(CN2CCN(CC2)c3c(Cl)cnc4[nH]c(nc34)c5cn(C)nc5C6CC6)c1,5.6,Dev-set
CHEMBL1797410,Cc1onc(c1CC(=O)NCc2ccc(OCC(F)(F)F)nc2)c3c(Cl)cccc3Cl,4.58,Dev-set
CHEMBL2207501,Cc1onc(CN2CCN(CC2)c3c(Cl)cnc4[nH]c(nc34)c5cn(C)nc5C)n1,5.02,Dev-set
CHEMBL1910310,Cc1onc(Cn2cc(CN(C3CC3)C(=O)[C@H]4CNCC[C@]4(O)c5ccc(F)c(F)c5)c6c(F)cccc26)c1,6.1,Dev-set
CHEMBL243900,Cc1onc(c1)c2ccc3CCN(CCCSc4nnc(n4C)C(F)(F)F)CCc3c2,6.5,Dev-set
CHEMBL2207518,Cc1onc(CN2CCN(CC2)c3c(Cl)cnc4[nH]c(nc34)c5cn(C)nc5C)c1,5.2,Dev-set
CHEMBL2204938,Cc1onc(n1)[C@@]2(N[C@@H](Cc3c2[nH]c4ccccc34)c5nc(c[nH]5)c6ccc(F)cc6)c7cnn(C)c7,6.3,Dev-set
CHEMBL2204935,Cc1onc(n1)[C@@]2(N[C@H](Cc3c2[nH]c4ccccc34)c5nc(c[nH]5)c6ccc(F)cc6)c7cnn(C)c7,5.76,Dev-set
CHEMBL3582318,Cc1onc(n1)[C@@]2(N[C@H](Cc3c2[nH]c4ccccc34)c5nc(c[nH]5)c6ccc(F)cn6)c7cn[nH]c7,5.38,Dev-set
CHEMBL3582317,Cc1onc(n1)[C@@]2(N[C@H](Cc3c2[nH]c4ccccc34)c5nc(c[nH]5)c6ccc(F)cn6)c7cnn(C)c7,5.07,Dev-set
CHEMBL3582321,Cc1onc(n1)[C@@]2(N[C@H](Cc3c2[nH]c4ccccc34)c5nc(c[nH]5)c6ccc(F)cn6)c7cnn(CC8CC8)c7,5.49,Dev-set
CHEMBL2204933,Cc1onc(n1)[C@@H]2N[C@H](Cc3c2[nH]c4ccccc34)c5nc(c[nH]5)c6ccc(F)cc6,5.7,Dev-set
CHEMBL2204937,Cc1onc(n1)[C@]2(N[C@@H](Cc3c2[nH]c4ccccc34)c5nc(c[nH]5)c6ccc(F)cc6)c7cnn(C)c7,6.3,Dev-set
CHEMBL2204936,Cc1onc(n1)[C@]2(N[C@H](Cc3c2[nH]c4ccccc34)c5nc(c[nH]5)c6ccc(F)cc6)c7cnn(C)c7,5.8,Dev-set
CHEMBL2203765,Cc1onc(CN2CCN(CC2)c3c(Br)cnc4[nH]c(nc34)c5ccc(cc5)N6CCOCC6)c1,4.48,Dev-set
CHEMBL2070944,Cc1sc(nc1C(F)(F)F)N2CCN(CC2)C(=O)[C@@H]3CCCC[C@H]3C(=O)NC4(CC4)C#N,4.8,Dev-set
CHEMBL2204932,Cc1onc(n1)[C@H]2N[C@H](Cc3c2[nH]c4ccccc34)c5nc(c[nH]5)c6ccc(F)cc6,6.4,Dev-set
CHEMBL490153,CCC(=O)c1cc(c2ccc(Cl)cc2)n(c1C)c3ccc(cc3)S(=O)(=O)N,4.7,Dev-set
CHEMBL244083,Cc1onc(n1)c2cccc(c2)C(=O)N[C@@H]3CC[C@@H](CCN4CCc5ccc(cc5CC4)S(=O)(=O)C)CC3,5.6,Dev-set
CHEMBL651,CCC(=O)C(CC(C)N(C)C)(c1ccccc1)c2ccccc2,5.01,Dev-set
